,Age,AvgTransactionAmount,TransactionFrequency,SpendingOnGroceries,SpendingOnEntertainment,SpendingOnTravel,IncomeInvested,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome,Gender_F,Gender_M,Occupation_Clerk,Occupation_Doctor,Occupation_Engineer,Occupation_Lawyer,Occupation_Nurse,Occupation_Teacher,PreferredInvestmentType_Bonds,PreferredInvestmentType_Mutual Funds,PreferredInvestmentType_Real Estate,PreferredInvestmentType_Stocks,InvestmentDuration_Long-term,InvestmentDuration_Short-term,RiskTolerance_High,RiskTolerance_Low,RiskTolerance_Medium,Cluster
2045,33,904.15994,8,341.6980632,248.8463362,197.6446651,0.420373165,0,0,0,561,39632.79626,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
2046,42,268.5367184,15,245.5426276,488.5514584,194.4636702,0.249249406,0,0,0,711,35341.5084,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
2047,62,1041.112045,5,509.6864744,192.5375606,457.2972668,0.500411064,1,1,1,681,94546.07519,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2048,26,149.9344083,16,280.89525,229.9730893,249.5563819,0.221562413,1,1,1,597,28535.41021,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
2049,61,963.9847821,3,483.9613275,270.1833583,456.4791322,0.518469051,0,1,1,711,106745.0272,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2050,37,976.3324967,2,303.2085281,209.5172057,184.2051042,0.509053186,1,0,1,606,41239.04449,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
2051,36,1000.684412,3,382.4794717,203.2763951,210.0233761,0.403112059,0,0,1,541,47317.14622,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2
2052,32,306.5210226,13,286.0194933,495.4553688,233.2909581,0.214257623,1,0,0,814,42912.78856,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2
2053,41,950.9000521,8,231.9530242,250.622148,175.4703353,0.330011406,1,1,1,483,44534.68634,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2054,34,947.6884614,5,380.1927511,197.4451419,235.1236636,0.420750777,0,0,1,558,39969.49007,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2055,32,266.7875937,16,356.9362678,208.9706628,204.55899,0.207758136,0,0,0,588,37129.51154,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
2056,28,349.4425665,15,261.8379682,220.210814,176.8932894,0.118766225,1,1,1,597,31259.22556,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2057,39,306.0831953,13,263.6327594,463.6752349,219.6081965,0.216825974,0,1,0,759,39647.99123,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2
2058,28,332.971062,19,225.4107316,305.6417228,60.84750999,0.261549819,0,1,1,639,32439.75301,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
2059,35,380.4621208,16,264.7589982,544.9763681,367.928304,0.187957251,0,0,0,891,44936.76762,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
2060,49,1021.586429,5,292.5984331,121.2170435,237.3291447,0.381856216,0,1,1,592,36924.98139,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
2061,30,984.8279663,2,280.4457839,154.9170988,265.6671568,0.400873441,0,1,1,515,40171.30596,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
2062,36,276.0186669,15,340.609651,489.7917566,277.8281006,0.167376781,0,1,0,767,37407.85782,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2
2063,33,256.6732568,18,229.2424789,198.1751525,198.6325297,0.095185917,1,1,1,545,30961.52946,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
2064,58,997.5231464,2,491.3623197,252.7769628,394.43858,0.550424253,1,1,1,717,102105.1397,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2065,18,332.9430995,13,334.9409399,53.54123429,170.2536485,0.159973022,1,1,1,518,26397.40103,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2066,39,1024.740142,5,315.3689866,165.2445263,189.818145,0.279044347,0,1,1,588,37260.33121,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
2067,32,1007.77688,3,297.5395026,243.6927574,249.9912342,0.29668006,0,1,1,512,40081.44319,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
2068,26,242.2223423,13,264.0634571,100.359543,196.5226016,0.141845304,1,0,0,600,32274.65979,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2069,37,902.8376163,6,245.8830947,193.5156367,172.9811941,0.430342566,1,1,1,492,45043.00014,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
2070,26,287.7728095,17,235.7690963,155.0891978,144.8730204,0.219735694,0,1,1,515,33817.95184,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
2071,69,1030.666961,8,528.7810587,144.3597767,357.9683869,0.525967589,1,0,1,801,100953.2566,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2072,68,990.6025375,3,479.2790252,172.8489398,341.0825898,0.454031817,1,0,0,684,100723.875,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2073,32,972.3579509,6,302.8616689,152.6844618,288.5380191,0.396164045,1,1,0,592,44731.4223,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2
2074,38,324.1229049,16,327.2596846,541.9138711,251.8047852,0.188713622,0,1,0,820,38579.8973,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2
2075,34,235.8045595,17,336.9966395,141.2372071,197.3562433,0.235006883,1,0,1,587,21232.79651,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2076,31,294.6814127,18,254.0024277,582.0178199,200.0283662,0.156419868,0,0,0,730,35844.39393,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
2077,29,260.8452978,13,229.5317705,417.921096,162.1604945,0.235207406,0,1,0,664,46070.00948,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2
2078,42,318.9761476,14,241.3692879,484.4299612,265.6744476,0.175660788,0,0,0,835,39791.21672,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2
2079,29,934.0044561,7,363.3574744,92.14705429,290.4586782,0.469139973,1,1,1,556,39332.10728,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
2080,27,356.8039276,12,269.8458467,182.0417729,166.2391613,0.203331432,1,1,1,630,24504.49414,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
2081,29,318.2442884,15,383.6106751,232.5826178,160.5413851,0.150239917,1,1,1,611,24076.22194,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2082,29,327.0632939,18,329.2733643,535.0583989,124.0229735,0.229905594,0,0,0,743,39724.69757,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2
2083,29,337.5307827,13,335.9476578,192.315756,151.7915144,0.185017031,1,1,1,631,18550.33498,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
2084,60,989.4202861,3,480.0599311,135.3968785,384.8323074,0.46494388,1,1,0,622,107874.2974,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2085,44,248.7251247,13,344.2669737,581.652145,236.6881609,0.207867944,0,0,0,766,40170.24625,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
2086,33,307.0774258,16,289.715872,488.3820625,190.1738578,0.171012685,0,1,0,672,39626.13025,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2
2087,53,1089.564349,4,574.6798475,167.7437921,415.1312151,0.556310321,1,1,1,677,102323.5708,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
2088,23,351.0560643,15,348.3758256,136.1471511,260.8102707,0.180454493,0,1,1,637,38691.11163,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
2089,37,973.8464045,4,266.7178823,238.5976372,146.7044942,0.362757725,1,1,0,628,50400.00743,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
2090,38,928.062187,5,238.9059436,136.8328637,187.3590327,0.419357635,1,0,1,551,33644.92587,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
2091,29,299.2940241,14,276.8843811,136.116336,130.5463972,0.199225796,1,0,0,591,28128.41504,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2092,37,1037.44205,4,374.7616516,86.79359245,238.25585,0.362081052,0,0,1,570,40213.4448,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
2093,27,1022.787223,5,357.7589893,153.5084532,180.7592888,0.364556451,0,1,1,528,45363.50966,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2094,40,265.0345075,11,271.5359801,500.5243131,271.4430127,0.174460378,0,0,0,738,37729.22473,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2
2095,44,321.6782851,11,312.0744788,437.2597211,188.6750405,0.114885155,1,1,0,659,45796.82385,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2
2096,62,970.5043478,7,529.1418672,276.7262277,372.0403125,0.49904196,0,1,1,662,98181.50035,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2097,33,325.3111623,14,356.8446141,304.0763022,232.6431577,0.200282742,0,1,1,545,26656.11545,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2098,28,272.6417541,16,253.8919839,247.4396476,208.316738,0.164801708,1,1,1,659,30426.84397,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2099,36,204.0674418,11,248.3705399,471.7930388,165.3384707,0.161099573,1,0,0,783,31389.22638,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
2100,35,257.772495,10,254.8360874,159.0878665,238.4165559,0.181699585,1,0,1,565,34607.79696,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2101,25,999.6391863,4,362.6246329,219.9121522,140.4102293,0.384882683,0,1,1,539,28572.07898,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2102,35,960.9285143,7,284.5346346,197.6026039,132.6177017,0.3718874,0,1,1,498,43886.79321,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
2103,41,279.9788666,18,272.1203394,526.97756,210.2688769,0.272437201,1,1,0,753,33448.43406,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
2104,57,1034.781536,7,489.2901096,289.7344007,428.5124186,0.641786941,1,1,0,670,103628.9941,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2105,59,937.7917172,5,515.0711242,171.9563962,337.4846569,0.464904602,0,1,0,733,107146.1808,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2106,28,352.9318987,14,250.5867431,184.3358495,266.1271545,0.181315559,1,1,1,489,26932.07868,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
2107,48,914.6091655,2,272.5904607,249.8317205,196.1440154,0.418672743,1,1,0,488,42193.20688,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2
2108,34,839.7113532,2,284.9468445,271.5337936,190.1296198,0.432741945,1,1,1,590,38309.21871,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
2109,35,323.9723527,14,290.4340725,405.6726335,167.6155309,0.201824498,0,0,0,700,44120.50321,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2110,26,240.4952123,16,194.3661581,338.2048963,248.6825352,0.194542286,0,0,0,600,24663.8194,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
2111,35,970.0199907,1,295.1696782,244.3120319,259.7047453,0.411064312,0,1,1,568,36161.39328,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2112,53,946.5164079,5,506.0010906,182.8641588,433.6319296,0.392960473,0,1,0,662,100133.4032,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2113,27,1034.208331,7,347.3935479,280.431003,281.1506569,0.413769744,1,0,1,613,38738.55461,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2
2114,35,217.9293917,17,352.8513979,337.9350781,312.5191253,0.190299381,1,0,1,603,33748.7033,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
2115,37,306.0696107,12,331.6062376,152.5131407,254.2243395,0.288234894,1,0,1,511,35254.33739,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2116,41,340.6913944,13,375.8002703,514.5997485,168.3226382,0.168048387,0,0,0,695,36256.98854,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
2117,37,901.0047727,1,216.3798814,259.0385275,238.0423905,0.478482949,1,0,1,565,45040.02156,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
2118,18,293.2019677,15,295.3053267,151.3357178,170.7833215,0.222304499,0,0,1,598,27473.94535,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
2119,46,278.3001423,12,296.8184322,196.8054086,192.4238346,0.237894477,1,0,0,585,39053.8109,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2120,33,1006.131168,5,272.8790185,141.9827188,168.5968143,0.417367264,0,0,1,587,44167.29507,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2
2121,36,954.6014856,2,349.280187,220.3292368,286.2071044,0.434985055,0,1,0,396,41461.95171,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
2122,53,865.1240259,0,516.1766667,253.5540982,394.5679243,0.50865783,1,1,1,617,93445.66137,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2123,43,416.5060297,14,259.0043028,536.7706125,274.0363629,0.171755264,1,1,0,764,46616.48624,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2
2124,34,308.8584593,14,236.0763959,168.3948339,183.0317568,0.243804014,0,1,1,542,32155.64695,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
2125,36,295.6555819,17,227.1036284,131.2733172,245.9662467,0.157990023,1,0,0,678,30740.05926,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2126,31,272.751878,19,314.5724462,183.9818278,242.1699283,0.19826234,0,1,1,542,25325.15758,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
2127,25,264.7211906,15,318.6806181,178.2030251,254.4668757,0.203668912,0,0,1,571,29531.33077,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
2128,43,345.5933287,14,338.0799394,612.3801828,214.6146262,0.272132091,0,0,1,758,44103.98942,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
2129,35,995.0402553,2,311.6775591,150.0186182,188.0372812,0.421050621,1,1,0,540,45477.59994,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
2130,31,278.099456,11,295.8811664,177.9840948,212.3704577,0.268354025,1,0,1,601,20917.21201,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2131,24,305.6750179,16,344.1886624,183.2800706,206.9449439,0.210202559,1,1,1,568,32060.1159,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2132,30,1022.0834,2,344.9058161,171.1189551,140.6486606,0.467233354,0,0,1,547,45803.91846,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2
2133,36,260.0083411,17,283.0593123,518.3499869,161.0637062,0.194780331,0,1,1,690,38511.51494,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2
2134,34,984.637627,2,350.3919555,369.5981358,159.7009102,0.337842977,1,0,1,578,41455.91427,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
2135,26,332.2144291,14,332.8334381,224.916893,163.587481,0.213439557,1,1,1,607,28273.9308,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2136,28,250.3056856,16,393.2763518,559.3650323,208.7937854,0.217406537,1,1,0,696,34125.34716,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
2137,57,1050.998299,2,535.0188717,146.6324251,378.7331748,0.482438661,1,1,1,697,102232.1398,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2138,34,1071.762713,2,382.0591594,218.5542847,174.2886156,0.402230651,0,1,1,559,39968.44091,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2
2139,26,345.2401472,13,267.8304425,226.3712384,176.7147302,0.188828576,1,0,1,615,34011.14268,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
2140,32,984.4565808,6,324.8559914,183.1119264,189.1962301,0.425804673,0,1,0,459,33451.53811,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
2141,63,929.5377291,7,412.3634688,277.1992458,313.2638151,0.499762338,1,0,1,649,102495.4487,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2142,34,947.6652392,3,243.148585,122.3346296,235.7287338,0.36451914,1,0,1,596,40958.44753,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
2143,58,906.2781313,6,470.7282168,128.2566079,342.6513478,0.497476522,1,1,1,775,93534.85881,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
2144,29,286.1248752,15,274.7831709,489.9662158,147.2875332,0.092949405,0,0,0,692,38620.95066,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
2145,30,268.7829939,14,372.2103375,283.423987,254.1182501,0.109307614,1,1,1,636,34795.32522,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2146,41,1024.041425,3,272.4739147,144.8963091,223.0934003,0.373065965,1,1,1,605,25509.56891,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2147,63,928.0765643,7,488.5173666,213.1591355,433.8602671,0.510467769,0,0,1,682,92642.99287,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2148,27,338.6164337,14,372.965486,121.1746748,206.9876289,0.130076259,1,1,1,607,34340.43464,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2149,58,991.9948268,5,560.2593144,106.6222968,403.7055296,0.475309774,1,1,1,724,95053.036,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2150,26,1096.383123,4,268.6630946,185.6865359,302.8021512,0.362608684,1,0,1,612,32528.79468,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
2151,38,1013.219721,3,376.8362371,211.9369815,128.2540319,0.39423437,0,1,1,526,47285.76449,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2152,35,343.4522981,15,320.9932383,138.7407433,246.1939549,0.190087914,1,0,1,577,29688.72381,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
2153,24,337.2250063,17,330.2299194,203.0437196,190.0304455,0.032420892,1,1,1,589,35706.66973,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
2154,26,221.9735762,12,254.7965173,218.7276027,290.5429982,0.163220236,0,1,1,696,32600.78029,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
2155,26,323.400999,17,238.7542477,242.2872455,200.6869809,0.244429497,1,1,1,612,30718.3703,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2156,31,1039.366225,4,324.9313719,230.3600498,247.7064414,0.422619712,1,1,0,516,47066.1259,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
2157,27,232.6799485,16,258.1980622,187.5887003,238.0624655,0.212825999,1,1,1,674,32884.95757,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
2158,63,1016.003207,4,534.005822,218.2356425,395.1566706,0.477892368,1,1,1,656,94633.15332,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2159,32,952.8376791,1,364.4930365,150.5223217,178.3422769,0.38438486,1,0,1,675,40957.66945,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
2160,55,1014.055672,4,365.8346158,188.7082077,482.4617096,0.492401762,1,1,1,774,95942.66006,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2161,55,980.2531579,7,515.7315243,185.8925895,242.2185869,0.587038969,1,0,1,723,100471.3368,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2162,46,319.5786821,12,331.1452699,232.6660398,239.9347256,0.165094278,1,1,1,603,35184.67637,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
2163,56,974.6542385,8,574.8113678,219.17624,392.3963519,0.499631715,0,1,1,688,103134.2838,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2164,34,300.5633076,14,298.2914098,178.570986,214.2662897,0.151278949,0,0,0,539,34578.16114,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2165,41,991.7132272,7,291.6956203,169.607791,148.4643763,0.41856207,1,1,1,559,43887.20691,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
2166,33,281.2908798,13,311.6553715,543.5707955,133.1666065,0.198387004,0,0,0,759,39981.1279,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2
2167,30,338.5242166,13,372.9553882,133.1835068,198.0672665,0.284665163,1,1,1,521,40366.92375,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2168,35,351.2260913,14,323.3409206,251.746202,210.9003794,0.245782637,1,1,1,634,40238.85896,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2
2169,21,150.317657,14,257.7358858,161.0078677,208.3833179,0.21126077,1,1,1,550,30867.7741,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
2170,33,1113.703859,3,308.5509565,217.2079703,217.362653,0.44522074,1,0,1,593,47013.44276,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2
2171,57,992.6618565,2,486.0957329,204.9691157,401.1713405,0.474174233,1,1,0,744,99983.74383,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2172,63,986.2695457,1,515.0244119,234.4926401,382.8884001,0.470256202,1,1,1,612,105089.1672,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2173,34,291.8534573,16,365.3573624,458.3524797,165.8866819,0.165161989,0,0,0,733,32831.58288,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
2174,24,378.2349576,19,322.1934929,531.3640071,194.0777401,0.208111591,0,0,0,780,39841.41527,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
2175,36,968.6698269,6,305.7789956,127.617121,256.6441751,0.391867914,1,0,0,580,34762.24673,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
2176,43,917.4266943,2,183.624979,191.6459841,133.3506141,0.358675111,1,1,1,596,27027.6461,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2177,40,318.7828535,13,289.1804157,553.1124766,191.4028269,0.218592573,0,1,0,802,30514.42513,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
2178,35,1007.843772,5,255.1425453,151.4734769,138.4348037,0.454067641,0,1,1,521,37519.06957,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
2179,32,984.1157328,3,249.9532792,227.6419597,193.0405191,0.427082328,1,0,1,464,44534.03077,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
2180,27,273.8352129,17,333.4668869,212.5052176,166.8421458,0.093541056,1,0,0,597,31358.54063,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2181,37,1002.634018,4,209.180325,162.3378088,219.0635696,0.408527164,1,1,0,558,41410.89298,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
2182,51,1057.948579,5,508.611055,159.8669296,388.1061476,0.49145854,1,1,1,661,108918.2829,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2183,26,318.9117495,10,223.9148605,189.2345895,199.5147093,0.204195821,1,1,1,541,31057.05059,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2184,37,282.1357669,13,269.6668305,483.6537325,128.3323736,0.201621838,0,0,0,716,43308.12905,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
2185,57,966.9283187,2,489.7152396,151.2913465,381.9600431,0.522968074,0,1,1,702,97328.19177,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2186,32,308.8486371,13,234.649216,264.2782425,198.047605,0.149053836,1,1,1,560,32319.75049,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
2187,64,984.836567,4,446.1666717,177.2028728,325.8719914,0.494182968,1,0,1,660,100598.2574,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2188,40,1024.392084,7,302.0241321,221.1048141,164.1528878,0.317032213,1,0,1,450,37682.61539,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2
2189,20,246.6007625,18,224.1572966,125.3408554,256.2249961,0.200194508,1,0,1,645,20128.8836,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2190,35,1022.262268,4,292.4723798,261.0170589,223.5912875,0.328139755,1,1,0,543,40916.61877,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2
2191,37,284.3062361,15,365.2802918,533.9411844,280.4148386,0.240608792,0,0,0,736,31862.07035,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
2192,36,264.1469,13,429.518388,487.0563615,170.224251,0.283354101,0,0,1,893,39750.67714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2
2193,35,304.5139352,13,295.1107752,505.1561774,165.0838953,0.18965444,1,0,0,774,49764.66663,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
2194,36,315.1347547,14,306.0417576,179.4375965,148.1933347,0.199735143,1,0,0,569,24758.0796,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2195,57,1002.879362,3,487.6709533,227.0208374,418.4968614,0.484480592,1,1,1,684,99047.36863,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2196,43,1049.029633,4,267.7733938,171.8930663,173.3990208,0.479380302,0,1,1,503,45189.12225,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
2197,35,1000.644709,7,231.8487842,233.2691711,187.9547746,0.353558822,1,0,1,505,38786.75955,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2
2198,60,1009.422682,3,450.3024196,192.8222427,377.1494364,0.488543943,1,1,0,657,99883.66252,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2199,32,394.8047374,15,275.8808763,164.3506706,167.9471669,0.163615617,1,1,1,520,34953.30786,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2200,38,249.0351389,16,282.1488015,417.8551937,176.2280834,0.151569733,0,0,1,742,37011.29944,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2
2201,45,914.7556671,5,468.3731443,99.81609043,396.8565009,0.528838135,0,1,1,637,93767.09241,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
