,Age,Gender,IncomeInvested,InvestmentDuration,RiskTolerance,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome,PreferredInvestmentType_Bonds,PreferredInvestmentType_Mutual Funds,PreferredInvestmentType_Real Estate,PreferredInvestmentType_Stocks,Invest_class
2156,31,0,0.422619712,1,0.0,1,1,0,516,47066.1259,1,0,0,0,1
2157,27,1,0.212825999,1,0.0,1,1,1,674,32884.95757,0,1,0,0,2
2158,63,0,0.477892368,1,1.0,1,1,1,656,94633.15332,0,0,0,1,0
2159,32,0,0.38438486,1,0.0,1,0,1,675,40957.66945,1,0,0,0,1
2160,55,0,0.492401762,0,0.5,1,1,1,774,95942.66006,0,0,0,1,0
2161,55,0,0.587038969,1,0.5,1,0,1,723,100471.3368,0,0,0,1,0
2162,46,1,0.165094278,0,1.0,1,1,1,603,35184.67637,1,0,0,0,2
2163,56,1,0.499631715,1,1.0,0,1,1,688,103134.2838,0,0,1,0,0
2164,34,0,0.151278949,1,0.5,0,0,0,539,34578.16114,0,1,0,0,2
2165,41,1,0.41856207,1,0.0,1,1,1,559,43887.20691,0,1,0,0,1
2166,33,0,0.198387004,0,1.0,0,0,0,759,39981.1279,0,0,1,0,1
2167,30,1,0.284665163,1,0.0,1,1,1,521,40366.92375,1,0,0,0,1
2168,35,1,0.245782637,0,0.0,1,1,1,634,40238.85896,1,0,0,0,1
2169,21,1,0.21126077,1,1.0,1,1,1,550,30867.7741,1,0,0,0,2
2170,33,1,0.44522074,0,0.0,1,0,1,593,47013.44276,0,1,0,0,1
2171,57,0,0.474174233,0,0.5,1,1,0,744,99983.74383,0,0,0,1,0
2172,63,0,0.470256202,1,0.5,1,1,1,612,105089.1672,0,0,0,1,0
2173,34,1,0.165161989,1,0.5,0,0,0,733,32831.58288,0,0,1,0,2
2174,24,1,0.208111591,0,1.0,0,0,0,780,39841.41527,0,0,1,0,1
2175,36,1,0.391867914,0,1.0,1,0,0,580,34762.24673,1,0,0,0,2
2176,43,0,0.358675111,1,0.0,1,1,1,596,27027.6461,0,1,0,0,2
2177,40,1,0.218592573,0,1.0,0,1,0,802,30514.42513,0,0,1,0,2
2178,35,0,0.454067641,0,0.0,0,1,1,521,37519.06957,1,0,0,0,1
2179,32,0,0.427082328,1,0.0,1,0,1,464,44534.03077,1,0,0,0,1
2180,27,1,0.093541056,0,0.0,1,0,0,597,31358.54063,0,1,0,0,2
2181,37,0,0.408527164,1,0.0,1,1,0,558,41410.89298,1,0,0,0,1
2182,51,1,0.49145854,1,0.5,1,1,1,661,108918.2829,0,0,1,0,0
2183,26,1,0.204195821,1,0.0,1,1,1,541,31057.05059,1,0,0,0,2
2184,37,0,0.201621838,0,1.0,0,0,0,716,43308.12905,0,0,1,0,1
2185,57,0,0.522968074,1,0.5,0,1,1,702,97328.19177,0,0,0,1,0
2186,32,0,0.149053836,1,0.5,1,1,1,560,32319.75049,1,0,0,0,2
2187,64,1,0.494182968,0,0.0,1,0,1,660,100598.2574,0,0,1,0,0
2188,40,0,0.317032213,1,0.5,1,0,1,450,37682.61539,1,0,0,0,1
2189,20,1,0.200194508,1,0.0,1,0,1,645,20128.8836,0,1,0,0,2
2190,35,0,0.328139755,0,1.0,1,1,0,543,40916.61877,1,0,0,0,1
2191,37,1,0.240608792,0,1.0,0,0,0,736,31862.07035,0,0,1,0,2
2192,36,1,0.283354101,0,1.0,0,0,1,893,39750.67714,0,0,1,0,1
2193,35,0,0.18965444,0,1.0,1,0,0,774,49764.66663,0,0,1,0,1
2194,36,1,0.199735143,1,0.0,1,0,0,569,24758.0796,0,1,0,0,2
2195,57,0,0.484480592,0,0.5,1,1,1,684,99047.36863,0,0,1,0,0
2196,43,1,0.479380302,1,0.0,0,1,1,503,45189.12225,1,0,0,0,1
2197,35,0,0.353558822,1,0.5,1,0,1,505,38786.75955,0,1,0,0,1
2198,60,0,0.488543943,1,0.5,1,1,0,657,99883.66252,0,0,0,1,0
2199,32,1,0.163615617,1,0.0,1,1,1,520,34953.30786,1,0,0,0,2
2200,38,0,0.151569733,0,0.5,0,0,1,742,37011.29944,0,0,1,0,1
2201,45,0,0.528838135,1,0.5,0,1,1,637,93767.09241,0,0,0,1,0
2202,46,0,0.252671851,1,0.0,1,1,1,656,27968.10684,0,1,0,0,2
2203,29,0,0.18236157,1,1.0,1,1,1,592,28966.19559,0,1,0,0,2
2204,34,1,0.221491846,0,1.0,0,1,1,682,34110.28899,0,0,1,0,2
2205,40,0,0.239504089,0,1.0,0,1,0,862,48087.90861,0,0,1,0,1
2206,62,1,0.44506638,1,0.0,1,1,1,717,109944.4871,0,0,1,0,0
2207,41,0,0.175750128,1,1.0,0,0,0,748,34872.37457,0,0,1,0,2
2208,35,0,0.214128675,1,0.0,1,0,0,568,27599.15192,0,1,0,0,2
2209,38,1,0.226068062,0,0.5,0,0,0,795,34426.44257,0,0,1,0,2
2210,26,1,0.240215085,1,0.0,1,1,1,592,36486.44447,1,0,0,0,1
2211,30,0,0.18751306,1,0.0,0,1,1,647,33004.55508,0,1,0,0,2
2212,50,1,0.50547923,1,0.5,1,1,0,720,105812.903,0,0,0,1,0
2213,35,1,0.486403075,1,0.5,1,0,0,497,47943.69884,1,0,0,0,1
2214,33,1,0.213416381,0,1.0,0,0,1,765,50196.07139,0,0,1,0,1
2215,37,1,0.188133656,0,0.5,0,1,0,756,41466.08927,0,0,1,0,1
2216,42,0,0.169241508,0,0.5,0,1,1,891,34375.78304,0,0,1,0,2
2217,30,1,0.208054917,1,1.0,0,1,0,703,39979.61883,0,0,1,0,1
2218,34,0,0.447387697,1,0.0,0,0,1,571,40213.29473,0,1,0,0,1
2219,33,1,0.482157026,1,0.0,1,1,1,652,40463.57791,0,1,0,0,1
2220,61,0,0.5209435,1,0.5,1,1,1,748,93451.08671,0,0,0,1,0
2221,22,1,0.151691706,0,0.5,1,0,0,655,34230.73354,0,1,0,0,2
2222,27,1,0.197502167,1,0.0,1,0,0,613,32776.33656,1,0,0,0,2
2223,33,0,0.21474999,1,0.0,1,1,1,606,29497.34489,1,0,0,0,2
2224,33,1,0.234523996,0,1.0,0,1,0,723,42468.92243,0,0,0,1,1
2225,37,1,0.193072222,0,0.5,1,1,0,709,31946.4906,0,0,1,0,2
2226,29,1,0.04888787,1,0.0,1,1,0,592,24756.74185,1,0,0,0,2
2227,21,0,0.473145838,0,0.0,1,0,1,659,37397.05517,0,1,0,0,1
2228,31,1,0.204124921,0,1.0,0,1,0,775,33506.57349,0,0,0,1,2
2229,37,1,0.36008666,1,0.0,1,1,1,529,43969.43403,0,1,0,0,1
2230,63,1,0.468519084,1,0.5,0,1,1,727,102867.5817,0,0,0,1,0
2231,37,1,0.415078494,1,0.0,0,0,1,514,42875.19899,1,0,0,0,1
2232,21,0,0.224124559,0,0.0,0,1,1,585,34379.65904,1,0,0,0,2
2233,66,0,0.486725418,1,0.5,1,0,1,694,102211.3185,0,0,0,1,0
2234,29,0,0.42848182,1,0.0,0,0,1,536,44609.00201,1,0,0,0,1
2235,36,0,0.181629562,1,0.0,1,1,1,680,36569.20786,1,0,0,0,1
2236,62,0,0.573065242,1,0.5,0,0,0,647,95447.69684,0,0,0,1,0
2237,23,1,0.165279128,1,0.0,1,0,1,662,27353.84494,1,0,0,0,2
2238,36,0,0.349669957,1,0.0,1,1,1,557,36171.70025,0,1,0,0,1
2239,29,0,0.478091292,0,0.0,0,0,1,606,33864.17034,0,1,0,0,2
2240,32,0,0.366107551,1,0.0,0,0,0,519,44750.44595,1,0,0,0,1
2241,28,0,0.121463745,1,1.0,1,0,1,587,37639.24731,1,0,0,0,1
2242,33,0,0.436824486,1,0.0,0,0,0,522,32912.96354,0,1,0,0,2
2243,23,0,0.159571407,1,1.0,0,1,1,611,35956.49775,0,1,0,0,2
2244,63,0,0.555404592,1,0.5,1,1,0,704,95956.16401,0,0,1,0,0
2245,46,0,0.166700411,1,1.0,0,1,0,775,37444.13671,0,0,1,0,1
2246,67,1,0.500504169,1,0.5,1,0,1,741,109129.9532,0,0,1,0,0
2247,59,0,0.501028711,1,0.5,1,0,1,619,103539.4434,0,0,1,0,0
2248,32,0,0.411597006,1,0.0,1,1,1,537,37655.85369,0,1,0,0,1
2249,37,0,0.412715026,1,0.0,0,0,1,612,31458.71731,0,1,0,0,2
2250,37,1,0.189200641,1,0.0,1,1,1,561,31077.69298,1,0,0,0,2
2251,29,1,0.165803944,1,0.0,0,1,1,577,24219.98166,1,0,0,0,2
2252,64,0,0.463314203,1,0.0,0,1,1,689,102261.018,0,0,1,0,0
2253,32,0,0.301584607,0,1.0,0,1,0,719,41447.52843,0,0,0,1,1
2254,40,1,0.180713496,1,1.0,0,0,1,753,38576.72157,0,0,0,1,1
2255,34,0,0.370470673,1,0.0,0,1,1,558,41758.55448,0,1,0,0,1
2256,39,0,0.178653018,0,1.0,0,0,1,796,47887.81977,0,0,1,0,1
2257,39,0,0.246623625,1,0.0,1,0,1,630,26910.83613,0,1,0,0,2
2258,32,1,0.235830077,0,1.0,1,0,0,706,44401.00352,0,0,0,1,1
2259,63,0,0.471066419,1,0.5,1,0,1,692,94140.10141,0,0,0,1,0
2260,35,1,0.211579438,1,0.0,1,1,1,550,35289.24058,1,0,0,0,2
2261,38,1,0.502026778,1,0.5,0,0,1,629,36220.0809,0,1,0,0,1
2262,28,1,0.177357717,0,0.0,1,1,1,539,30893.45307,1,0,0,0,2
2263,58,0,0.528314369,0,0.5,1,1,1,735,96777.01633,0,0,0,1,0
2264,32,1,0.347711613,1,1.0,1,0,0,473,44091.57887,0,1,0,0,1
2265,63,0,0.568753537,1,0.5,1,1,0,756,93257.33363,0,0,0,1,0
2266,40,1,0.463777246,0,0.0,1,1,1,509,34371.00832,0,1,0,0,2
2267,38,1,0.196059454,1,1.0,0,0,0,723,37852.73291,0,0,1,0,1
2268,34,1,0.229781573,1,1.0,0,0,1,731,48948.91533,0,0,0,1,1
2269,59,1,0.460949555,0,0.5,1,1,1,668,92432.8488,0,0,1,0,0
2270,30,0,0.337247474,1,0.5,0,1,1,570,38674.37809,0,1,0,0,1
2271,61,0,0.584904678,1,0.5,1,1,1,622,102039.8256,0,0,1,0,0
2272,61,0,0.499271727,1,0.5,1,1,1,828,99010.46115,0,0,1,0,0
2273,32,1,0.224522393,1,0.0,1,0,0,569,32700.9553,0,1,0,0,2
2274,63,0,0.563826969,1,0.5,1,1,1,662,92306.30457,0,0,0,1,0
2275,38,1,0.251980483,1,0.5,1,1,0,767,35323.98631,0,0,0,1,2
2276,45,0,0.214029491,0,1.0,0,1,0,823,41372.1721,0,0,0,1,1
2277,25,1,0.169389166,0,1.0,1,0,0,683,38989.37117,0,0,1,0,1
2278,40,0,0.339339847,0,0.0,0,1,1,473,39108.18317,1,0,0,0,1
2279,33,1,0.372413369,1,0.0,1,1,1,584,46981.53123,0,1,0,0,1
2280,23,1,0.293481908,0,1.0,1,1,1,519,46524.43419,1,0,0,0,1
2281,35,0,0.463314728,1,0.0,1,1,0,577,37416.35038,0,1,0,0,1
2282,23,1,0.276611272,1,0.0,1,1,1,655,27182.45592,0,1,0,0,2
2283,28,1,0.376902628,1,0.5,1,1,1,513,36328.28431,0,1,0,0,1
2284,57,1,0.496887104,1,0.5,1,1,1,695,100304.1413,0,0,0,1,0
2285,33,1,0.152522336,0,0.5,0,1,0,749,39142.87405,0,0,0,1,1
2286,39,0,0.475606755,1,0.5,0,0,1,543,37156.17827,1,0,0,0,1
2287,38,0,0.091460892,0,1.0,0,1,0,780,44322.2497,0,0,1,0,1
2288,38,1,0.347835821,1,0.0,0,1,0,485,47742.03876,0,1,0,0,1
2289,67,1,0.444407712,1,1.0,0,0,1,721,104432.5106,0,0,1,0,0
2290,60,1,0.471072594,1,0.5,0,1,0,738,103000.1482,0,0,0,1,0
2291,63,0,0.510944333,1,1.0,1,1,1,671,101119.035,0,0,1,0,0
2292,62,0,0.52153741,1,0.5,1,1,1,738,95277.8457,0,0,0,1,0
2293,26,1,0.170412165,1,0.0,1,1,1,549,30696.9964,1,0,0,0,2
2294,65,0,0.441212972,1,1.0,1,1,1,786,101746.8335,0,0,0,1,0
2295,28,1,0.162019688,1,1.0,1,0,1,567,27715.23796,0,1,0,0,2
2296,29,0,0.264797981,1,0.0,1,1,1,676,20990.28579,1,0,0,0,2
2297,61,1,0.482060346,1,0.5,1,1,1,680,103697.3775,0,0,1,0,0
2298,40,1,0.30979678,0,0.0,1,0,1,532,46160.41752,1,0,0,0,1
2299,27,1,0.180961731,1,0.0,1,1,1,607,32318.82709,0,1,0,0,2
2300,37,1,0.488251466,1,0.5,1,0,1,461,41046.76004,1,0,0,0,1
2301,67,1,0.505491283,1,0.5,1,1,1,718,101916.0322,0,0,0,1,0
2302,65,0,0.459700743,1,0.5,1,1,1,595,98010.4198,0,0,1,0,0
2303,36,0,0.19488096,1,0.0,0,1,0,654,41567.91377,0,0,1,0,1
2304,36,1,0.403145193,1,0.0,1,1,1,490,38571.92518,0,1,0,0,1
2305,60,0,0.514795518,1,0.5,0,0,1,690,96581.58038,0,0,1,0,0
2306,38,0,0.22643549,0,0.5,0,0,0,709,45594.5423,0,0,0,1,1
2307,65,1,0.506850635,1,1.0,1,1,1,823,102518.6694,0,0,0,1,0
2308,29,1,0.205502406,0,1.0,0,1,0,704,35638.71599,0,0,0,1,2
2309,31,0,0.449366032,1,0.0,0,1,1,567,36324.35135,0,1,0,0,1
2310,41,1,0.190953199,1,0.5,0,1,1,622,30188.71778,0,1,0,0,2
2311,56,1,0.564215406,1,0.5,0,1,1,770,103364.6012,0,0,1,0,0
2312,41,1,0.450766838,1,0.0,0,1,1,595,38027.31257,0,1,0,0,1
2313,38,1,0.345803443,1,1.0,0,1,1,515,41947.7588,1,0,0,0,1
2314,67,0,0.429927235,1,0.5,1,1,1,753,101086.4303,0,0,0,1,0
2315,28,1,0.299144361,1,0.0,1,1,1,535,24210.5243,0,1,0,0,2
2316,33,1,0.30757945,1,1.0,1,1,1,603,27344.9021,1,0,0,0,2
2317,31,0,0.198922404,0,0.5,1,0,0,777,37412.98076,0,0,0,1,1
2318,28,0,0.203872397,0,0.5,0,1,0,687,50718.64179,0,0,1,0,1
2319,63,0,0.507293375,1,0.5,1,1,1,772,96816.32543,0,0,0,1,0
2320,55,1,0.508329553,0,0.5,1,1,0,730,101406.9045,0,0,0,1,0
2321,36,0,0.358478303,1,0.0,0,0,1,494,43563.2167,0,1,0,0,1
2322,58,0,0.465957236,1,0.5,0,0,1,665,110486.5474,0,0,0,1,0
2323,56,0,0.562165575,1,0.5,1,1,1,702,101167.935,0,0,0,1,0
2324,55,1,0.58550459,1,0.5,1,1,1,672,107228.2517,0,0,1,0,0
2325,32,0,0.241269204,0,0.5,1,1,1,595,37279.51181,0,1,0,0,1
2326,33,1,0.384987182,1,0.0,1,1,1,547,33779.59976,0,1,0,0,2
2327,30,0,0.136092455,1,0.0,1,1,0,521,24678.06401,0,1,0,0,2
2328,36,0,0.368985976,1,0.0,1,0,1,551,43628.17175,1,0,0,0,1
2329,26,1,0.235654019,1,0.0,1,0,1,572,26019.78154,1,0,0,0,2
2330,38,1,0.413614418,1,0.0,1,0,1,584,45804.49897,0,1,0,0,1
2331,58,0,0.534479403,1,0.5,1,1,1,720,102702.7082,0,0,0,1,0
2332,26,1,0.213569512,1,0.5,1,1,0,546,27104.43494,1,0,0,0,2
2333,60,0,0.394339795,1,1.0,1,1,1,783,97520.73844,0,0,1,0,0
2334,27,1,0.344874431,0,1.0,1,0,1,511,34587.43124,0,1,0,0,2
2335,36,1,0.199614195,0,0.0,1,1,1,604,24356.93578,1,0,0,0,2
2336,36,0,0.163108461,1,0.5,1,0,1,597,35766.97282,0,1,0,0,2
2337,31,0,0.187651354,1,0.0,1,0,1,536,36012.22059,0,1,0,0,2
2338,26,1,0.218196247,1,0.0,0,0,1,607,32008.3613,0,1,0,0,2
2339,60,0,0.527774739,1,0.0,1,0,1,762,93474.23877,0,0,1,0,0
2340,37,1,0.431172695,0,1.0,1,1,1,465,38480.87719,1,0,0,0,1
2341,29,1,0.227160155,1,0.5,0,0,0,620,31913.33279,0,1,0,0,2
2342,54,1,0.555407695,1,1.0,1,1,1,731,96289.36578,0,0,1,0,0
2343,40,0,0.141787694,0,1.0,0,1,0,808,40408.50786,0,0,0,1,1
2344,34,1,0.206170344,0,1.0,0,1,0,668,36689.11226,0,0,1,0,1
2345,39,1,0.427500081,1,0.0,1,1,1,505,32177.28956,0,1,0,0,2
2346,31,1,0.1620835,0,1.0,0,0,0,766,40169.93327,0,0,0,1,1
2347,37,1,0.364610024,0,0.0,0,0,1,495,44881.48443,0,1,0,0,1
2348,39,1,0.253526479,0,0.0,0,1,0,702,46643.20998,0,0,1,0,1
2349,36,0,0.352656366,1,1.0,1,1,1,638,43658.29317,0,1,0,0,1
2350,38,0,0.228241909,0,1.0,0,0,0,773,35027.04029,0,0,1,0,2
2351,31,0,0.371465055,1,0.0,0,1,1,585,35573.65567,1,0,0,0,2
2352,39,1,0.424124603,1,0.0,1,1,1,454,34489.32393,0,1,0,0,2
2353,22,1,0.172764098,0,0.0,1,0,1,553,41868.97455,1,0,0,0,1
2354,62,1,0.454720414,1,0.5,1,1,0,745,103265.0591,0,0,1,0,0
2355,65,1,0.489875179,1,1.0,1,1,1,624,103731.2359,0,0,0,1,0
2356,41,1,0.330033852,1,0.5,1,0,1,594,30839.66443,1,0,0,0,2
2357,45,0,0.532112343,0,1.0,1,1,1,768,103973.0791,0,0,0,1,0
2358,39,0,0.178829378,0,1.0,0,0,0,706,27875.49233,0,0,0,1,2
2359,33,1,0.305868814,1,1.0,0,0,1,825,39135.69734,0,0,1,0,1
2360,34,1,0.423837579,1,0.0,0,1,1,580,40558.49777,1,0,0,0,1
2361,33,0,0.286872653,1,0.0,1,0,1,690,34863.95744,0,1,0,0,2
2362,29,0,0.470836562,1,0.0,0,0,1,596,47554.88686,0,1,0,0,1
2363,36,0,0.245201317,1,0.0,1,1,1,562,27954.55443,0,1,0,0,2
2364,42,0,0.129750937,0,1.0,0,1,0,736,46293.1678,0,0,0,1,1
2365,65,1,0.50902758,0,1.0,1,1,0,751,98467.19108,0,0,1,0,0
2366,31,1,0.161045328,1,0.0,1,1,1,612,31013.27007,0,1,0,0,2
2367,35,1,0.398790276,1,0.0,1,1,1,615,46405.82641,1,0,0,0,1
2368,32,1,0.204261931,0,1.0,0,1,0,779,34248.21239,0,0,0,1,2
2369,62,0,0.455341061,1,1.0,0,1,1,745,95143.37569,0,0,0,1,0
2370,31,0,0.249479933,0,0.0,1,1,0,740,48029.48305,0,0,0,1,1
2371,34,1,0.214791942,0,0.5,0,1,0,750,38180.64311,0,0,1,0,1
2372,45,0,0.383386865,1,1.0,1,1,1,540,42299.8333,1,0,0,0,1
2373,27,1,0.234331811,1,0.0,1,1,1,568,41378.5668,1,0,0,0,1
2374,37,0,0.176772265,0,1.0,0,0,1,710,45059.09334,0,0,0,1,1
2375,26,0,0.138252529,1,0.0,1,0,1,592,30252.74538,1,0,0,0,2
2376,29,1,0.177782059,1,0.0,1,0,1,592,35870.33118,0,1,0,0,2
2377,25,0,0.455188635,1,0.0,1,1,1,513,37880.76351,1,0,0,0,1
2378,64,0,0.448718611,1,0.5,1,1,1,667,91889.44763,0,0,1,0,0
2379,62,1,0.452117034,1,0.5,0,1,1,736,108695.8405,0,0,0,1,0
2380,66,1,0.46642029,1,0.5,1,1,1,727,95317.85592,0,0,0,1,0
2381,38,0,0.447655281,1,0.0,0,1,1,476,39197.99106,0,1,0,0,1
2382,55,1,0.441223277,1,0.5,1,1,1,662,105040.3839,0,0,0,1,0
2383,63,0,0.508898325,1,0.5,1,1,1,604,101527.0535,0,0,0,1,0
2384,27,0,0.248281664,1,0.0,1,0,1,516,24256.20509,1,0,0,0,2
2385,23,0,0.144727192,1,0.0,1,1,1,550,27141.36654,1,0,0,0,2
2386,28,1,0.153818583,1,0.0,1,1,1,557,33610.22459,1,0,0,0,2
2387,34,0,0.269789464,0,1.0,0,1,0,713,34125.97882,0,0,0,1,2
2388,32,1,0.132082329,1,0.5,1,1,0,702,28337.61291,1,0,0,0,2
2389,34,0,0.364308504,1,0.0,1,0,1,626,37808.28001,1,0,0,0,1
2390,39,0,0.397243163,1,0.0,0,0,1,576,42082.07038,0,1,0,0,1
2391,31,0,0.213093409,0,1.0,0,1,0,695,38186.63415,0,0,1,0,1
2392,32,0,0.151844687,0,1.0,1,1,0,718,35653.40135,0,0,1,0,2
2393,39,1,0.391379822,1,0.0,0,1,1,545,39963.47653,0,1,0,0,1
2394,20,1,0.180177778,0,0.0,0,1,0,601,31818.55216,1,0,0,0,2
2395,30,1,0.479809988,1,0.5,0,1,1,583,44630.02403,1,0,0,0,1
2396,31,0,0.162236961,0,1.0,0,0,0,797,41012.46846,0,0,0,1,1
2397,62,0,0.52146053,0,0.5,1,1,1,675,101080.1454,0,0,1,0,0
2398,27,0,0.229241585,0,1.0,0,0,0,839,40470.67684,0,0,0,1,1
2399,34,1,0.337643074,1,0.0,0,0,0,519,43247.29318,1,0,0,0,1
2400,33,0,0.259862035,1,0.0,0,1,1,839,31153.57947,0,0,0,1,2
2401,37,0,0.413509807,1,0.0,0,0,1,578,35903.1145,1,0,0,0,2
2402,36,0,0.443769717,0,1.0,0,0,1,503,37314.51321,0,1,0,0,1
2403,22,0,0.40316416,0,0.0,0,0,1,511,38140.18235,1,0,0,0,1
2404,39,1,0.450404757,1,0.0,0,0,1,520,40884.84963,1,0,0,0,1
2405,60,0,0.464470859,1,0.5,0,1,1,718,102990.2474,0,0,1,0,0
2406,35,1,0.259180965,0,1.0,1,0,0,726,36106.99094,0,0,1,0,2
2407,35,1,0.412638353,1,0.0,0,1,1,544,40354.29458,0,1,0,0,1
2408,27,1,0.222068937,0,1.0,0,1,0,834,33116.31428,0,0,0,1,2
2409,31,0,0.083831243,0,0.5,1,0,0,631,35986.10164,0,1,0,0,2
2410,64,0,0.450905203,0,0.5,1,1,1,624,91524.94812,0,0,0,1,0
2411,60,0,0.475143167,1,0.5,1,1,0,719,108282.6587,0,0,0,1,0
2412,30,0,0.147060349,0,0.0,1,0,1,671,33008.42191,1,0,0,0,2
2413,27,1,0.394849127,1,0.0,0,0,1,561,44616.45978,0,1,0,0,1
2414,26,1,0.427838786,1,1.0,1,0,0,569,39559.67091,0,1,0,0,1
2415,41,1,0.32802045,1,0.0,0,0,1,595,42243.37026,1,0,0,0,1
2416,60,0,0.399239787,1,0.5,1,1,1,662,102530.6932,0,0,0,1,0
2417,29,0,0.094810565,1,0.0,1,1,1,603,42212.42965,0,1,0,0,1
2418,62,0,0.456566131,1,0.0,1,1,0,673,93195.25036,0,0,1,0,0
2419,40,0,0.417509685,0,0.5,0,0,1,564,37057.68278,1,0,0,0,1
2420,39,1,0.379476697,1,1.0,0,0,1,525,37631.9855,1,0,0,0,1
2421,57,1,0.525680709,1,0.5,1,1,1,596,106888.0862,0,0,0,1,0
2422,33,0,0.14324252,0,1.0,0,0,0,727,34635.1984,0,0,0,1,2
2423,34,0,0.14254137,1,1.0,0,0,0,789,35005.69746,0,0,0,1,2
2424,37,0,0.182600503,1,0.0,0,0,0,777,42714.21469,0,0,1,0,1
2425,35,1,0.174140585,0,0.0,0,0,0,691,35619.10693,0,0,1,0,2
2426,26,1,0.400713634,1,1.0,1,0,1,494,42586.04937,0,1,0,0,1
2427,66,0,0.517765605,1,0.5,0,0,0,673,91884.16489,0,0,0,1,0
2428,34,1,0.224563904,0,1.0,1,0,0,704,42063.8397,0,0,0,1,1
2429,31,0,0.344534516,0,0.0,1,0,1,572,52819.08461,1,0,0,0,1
2430,31,1,0.251025917,1,0.0,1,1,0,638,30251.15502,1,0,0,0,2
2431,36,1,0.222357042,1,1.0,0,1,0,747,27977.76117,0,0,0,1,2
2432,40,1,0.191734919,0,0.0,1,0,0,741,40933.39745,0,0,0,1,1
2433,62,1,0.447688372,1,0.0,1,1,1,586,100543.6768,0,0,1,0,0
2434,70,1,0.472742605,0,0.0,0,0,1,671,90000.5545,0,0,1,0,0
2435,39,0,0.164388857,1,0.0,1,1,1,652,35312.3959,1,0,0,0,2
2436,30,0,0.43481182,1,0.0,0,0,1,610,40504.61361,1,0,0,0,1
2437,37,0,0.33721779,1,0.0,0,0,1,565,32663.19023,1,0,0,0,2
2438,61,0,0.461874066,1,0.5,1,0,1,710,105383.7572,0,0,1,0,0
2439,59,0,0.543557966,1,0.5,1,1,0,640,97541.12534,0,0,1,0,0
2440,41,0,0.390265232,1,0.0,0,0,1,532,37224.53753,1,0,0,0,1
2441,62,1,0.464870702,1,0.5,1,1,0,707,103204.1883,0,0,0,1,0
2442,63,0,0.444063426,1,0.5,1,1,1,718,100494.2723,0,0,0,1,0
2443,37,0,0.15429046,1,0.0,1,1,1,466,33076.09925,1,0,0,0,2
2444,34,0,0.172568377,0,0.0,0,0,0,701,43052.57216,0,0,0,1,1
2445,58,1,0.457132848,1,0.0,0,0,1,699,100631.1333,0,0,1,0,0
2446,25,1,0.188051107,1,1.0,1,1,1,611,31157.01482,1,0,0,0,2
2447,63,0,0.469746577,1,1.0,1,1,1,729,98896.07823,0,0,0,1,0
2448,59,0,0.554148479,1,0.5,1,0,1,703,102578.0078,0,0,1,0,0
2449,31,1,0.205267222,0,0.5,0,1,1,528,33016.86853,0,1,0,0,2
2450,37,0,0.219055835,0,0.0,1,1,1,616,28351.26148,1,0,0,0,2
2451,26,0,0.215552948,1,0.5,0,0,1,529,26798.05794,0,1,0,0,2
2452,23,0,0.376485236,1,0.0,0,0,1,511,37547.85456,0,1,0,0,1
2453,64,0,0.429012266,1,0.5,1,1,1,648,92489.26543,0,0,0,1,0
2454,28,1,0.419764213,1,0.0,0,1,1,422,45525.12838,0,1,0,0,1
2455,32,0,0.385766827,1,0.0,1,1,1,596,39904.45799,1,0,0,0,1
2456,31,1,0.25312162,1,0.0,0,1,1,567,26644.53475,0,1,0,0,2
2457,34,1,0.207627981,1,0.0,1,1,0,599,27072.31821,0,1,0,0,2
2458,56,0,0.497898293,1,0.5,0,0,1,755,96539.08249,0,0,1,0,0
2459,42,1,0.123610793,1,0.5,1,0,1,610,34654.66677,0,1,0,0,2
2460,60,1,0.534359075,1,0.5,1,0,1,715,97098.70459,0,0,0,1,0
2461,26,1,0.195824707,1,0.0,1,1,0,630,29248.28313,1,0,0,0,2
2462,34,0,0.412083295,1,0.5,0,1,0,533,40859.90942,0,1,0,0,1
2463,65,0,0.499577344,1,0.5,1,0,1,733,98641.06381,0,0,0,1,0
2464,28,0,0.274400747,1,1.0,1,1,0,603,26199.81119,1,0,0,0,2
2465,57,1,0.402297154,1,0.5,1,1,1,721,95400.05906,0,0,1,0,0
2466,30,0,0.225278177,1,0.0,1,1,1,537,25305.18951,0,1,0,0,2
2467,51,1,0.480838756,1,0.0,1,1,0,637,99491.49116,0,0,0,1,0
2468,35,0,0.427142341,1,0.0,0,0,0,636,34330.06266,0,1,0,0,2
2469,29,1,0.161566446,1,0.0,1,1,1,500,26643.04321,1,0,0,0,2
2470,32,1,0.390321354,1,0.5,0,0,0,583,39176.66667,0,1,0,0,1
2471,54,1,0.517881676,1,0.5,0,1,0,711,106549.401,0,0,1,0,0
2472,36,1,0.394251827,1,0.0,0,1,1,584,32671.40153,1,0,0,0,2
2473,33,0,0.256940092,0,1.0,0,1,0,701,37827.77532,0,0,0,1,1
2474,56,0,0.591972994,0,1.0,0,1,1,734,101352.6272,0,0,0,1,0
2475,65,0,0.49696898,1,0.5,1,1,1,657,97792.86273,0,0,1,0,0
2476,28,0,0.154549924,0,1.0,0,1,0,764,41846.47644,0,0,0,1,1
2477,40,0,0.415484972,1,0.0,0,0,1,569,40741.68645,0,1,0,0,1
