,Age,Gender,AvgTransactionAmount,TransactionFrequency,SpendingOnGroceries,SpendingOnEntertainment,SpendingOnTravel,TotalIncome,Occupation_Clerk,Occupation_Doctor,Occupation_Engineer,Occupation_Lawyer,Occupation_Nurse,Occupation_Teacher,CreditScore,Spend_class
2095,44,0,321.6782851,11,312.0744788,437.2597211,188.6750405,45796.82385,0,0,0,0,1,0,659,0
2096,62,1,970.5043478,7,529.1418672,276.7262277,372.0403125,98181.50035,0,0,0,1,0,0,662,1
2097,33,1,325.3111623,14,356.8446141,304.0763022,232.6431577,26656.11545,0,0,0,0,1,0,545,2
2098,28,0,272.6417541,16,253.8919839,247.4396476,208.316738,30426.84397,0,0,0,0,0,1,659,2
2099,36,1,204.0674418,11,248.3705399,471.7930388,165.3384707,31389.22638,1,0,0,0,0,0,783,2
2100,35,1,257.772495,10,254.8360874,159.0878665,238.4165559,34607.79696,1,0,0,0,0,0,565,2
2101,25,0,999.6391863,4,362.6246329,219.9121522,140.4102293,28572.07898,0,0,0,0,0,1,539,2
2102,35,0,960.9285143,7,284.5346346,197.6026039,132.6177017,43886.79321,0,0,0,0,0,1,498,0
2103,41,0,279.9788666,18,272.1203394,526.97756,210.2688769,33448.43406,0,0,0,0,1,0,753,2
2104,57,1,1034.781536,7,489.2901096,289.7344007,428.5124186,103628.9941,0,0,1,0,0,0,670,1
2105,59,1,937.7917172,5,515.0711242,171.9563962,337.4846569,107146.1808,0,0,1,0,0,0,733,1
2106,28,1,352.9318987,14,250.5867431,184.3358495,266.1271545,26932.07868,0,0,0,0,0,1,489,2
2107,48,0,914.6091655,2,272.5904607,249.8317205,196.1440154,42193.20688,1,0,0,0,0,0,488,0
2108,34,0,839.7113532,2,284.9468445,271.5337936,190.1296198,38309.21871,1,0,0,0,0,0,590,0
2109,35,0,323.9723527,14,290.4340725,405.6726335,167.6155309,44120.50321,1,0,0,0,0,0,700,0
2110,26,1,240.4952123,16,194.3661581,338.2048963,248.6825352,24663.8194,1,0,0,0,0,0,600,2
2111,35,0,970.0199907,1,295.1696782,244.3120319,259.7047453,36161.39328,1,0,0,0,0,0,568,0
2112,53,1,946.5164079,5,506.0010906,182.8641588,433.6319296,100133.4032,0,0,0,1,0,0,662,1
2113,27,0,1034.208331,7,347.3935479,280.431003,281.1506569,38738.55461,0,0,0,0,0,1,613,0
2114,35,0,217.9293917,17,352.8513979,337.9350781,312.5191253,33748.7033,1,0,0,0,0,0,603,2
2115,37,1,306.0696107,12,331.6062376,152.5131407,254.2243395,35254.33739,1,0,0,0,0,0,511,2
2116,41,1,340.6913944,13,375.8002703,514.5997485,168.3226382,36256.98854,0,0,0,0,1,0,695,0
2117,37,1,901.0047727,1,216.3798814,259.0385275,238.0423905,45040.02156,0,0,0,0,1,0,565,0
2118,18,0,293.2019677,15,295.3053267,151.3357178,170.7833215,27473.94535,0,0,0,0,0,1,598,2
2119,46,1,278.3001423,12,296.8184322,196.8054086,192.4238346,39053.8109,1,0,0,0,0,0,585,0
2120,33,0,1006.131168,5,272.8790185,141.9827188,168.5968143,44167.29507,0,0,0,0,1,0,587,0
2121,36,1,954.6014856,2,349.280187,220.3292368,286.2071044,41461.95171,0,0,0,0,0,1,396,0
2122,53,1,865.1240259,0,516.1766667,253.5540982,394.5679243,93445.66137,0,1,0,0,0,0,617,1
2123,43,0,416.5060297,14,259.0043028,536.7706125,274.0363629,46616.48624,1,0,0,0,0,0,764,0
2124,34,0,308.8584593,14,236.0763959,168.3948339,183.0317568,32155.64695,0,0,0,0,1,0,542,2
2125,36,1,295.6555819,17,227.1036284,131.2733172,245.9662467,30740.05926,1,0,0,0,0,0,678,2
2126,31,0,272.751878,19,314.5724462,183.9818278,242.1699283,25325.15758,0,0,0,0,1,0,542,2
2127,25,1,264.7211906,15,318.6806181,178.2030251,254.4668757,29531.33077,0,0,0,0,1,0,571,2
2128,43,1,345.5933287,14,338.0799394,612.3801828,214.6146262,44103.98942,0,0,0,0,1,0,758,0
2129,35,0,995.0402553,2,311.6775591,150.0186182,188.0372812,45477.59994,1,0,0,0,0,0,540,0
2130,31,1,278.099456,11,295.8811664,177.9840948,212.3704577,20917.21201,1,0,0,0,0,0,601,2
2131,24,1,305.6750179,16,344.1886624,183.2800706,206.9449439,32060.1159,0,0,0,0,0,1,568,2
2132,30,0,1022.0834,2,344.9058161,171.1189551,140.6486606,45803.91846,0,0,0,0,0,1,547,0
2133,36,0,260.0083411,17,283.0593123,518.3499869,161.0637062,38511.51494,0,0,0,0,0,1,690,0
2134,34,0,984.637627,2,350.3919555,369.5981358,159.7009102,41455.91427,1,0,0,0,0,0,578,0
2135,26,0,332.2144291,14,332.8334381,224.916893,163.587481,28273.9308,1,0,0,0,0,0,607,2
2136,28,1,250.3056856,16,393.2763518,559.3650323,208.7937854,34125.34716,0,0,0,0,1,0,696,2
2137,57,0,1050.998299,2,535.0188717,146.6324251,378.7331748,102232.1398,0,0,1,0,0,0,697,1
2138,34,0,1071.762713,2,382.0591594,218.5542847,174.2886156,39968.44091,0,0,0,0,1,0,559,0
2139,26,0,345.2401472,13,267.8304425,226.3712384,176.7147302,34011.14268,0,0,0,0,1,0,615,2
2140,32,0,984.4565808,6,324.8559914,183.1119264,189.1962301,33451.53811,0,0,0,0,0,1,459,2
2141,63,0,929.5377291,7,412.3634688,277.1992458,313.2638151,102495.4487,0,0,1,0,0,0,649,1
2142,34,0,947.6652392,3,243.148585,122.3346296,235.7287338,40958.44753,1,0,0,0,0,0,596,0
2143,58,0,906.2781313,6,470.7282168,128.2566079,342.6513478,93534.85881,0,0,0,1,0,0,775,1
2144,29,1,286.1248752,15,274.7831709,489.9662158,147.2875332,38620.95066,1,0,0,0,0,0,692,0
2145,30,0,268.7829939,14,372.2103375,283.423987,254.1182501,34795.32522,0,0,0,0,1,0,636,2
2146,41,1,1024.041425,3,272.4739147,144.8963091,223.0934003,25509.56891,1,0,0,0,0,0,605,2
2147,63,0,928.0765643,7,488.5173666,213.1591355,433.8602671,92642.99287,0,0,0,1,0,0,682,1
2148,27,1,338.6164337,14,372.965486,121.1746748,206.9876289,34340.43464,1,0,0,0,0,0,607,2
2149,58,0,991.9948268,5,560.2593144,106.6222968,403.7055296,95053.036,0,0,0,1,0,0,724,1
2150,26,0,1096.383123,4,268.6630946,185.6865359,302.8021512,32528.79468,0,0,0,0,1,0,612,2
2151,38,0,1013.219721,3,376.8362371,211.9369815,128.2540319,47285.76449,1,0,0,0,0,0,526,0
2152,35,1,343.4522981,15,320.9932383,138.7407433,246.1939549,29688.72381,1,0,0,0,0,0,577,2
2153,24,0,337.2250063,17,330.2299194,203.0437196,190.0304455,35706.66973,1,0,0,0,0,0,589,2
2154,26,1,221.9735762,12,254.7965173,218.7276027,290.5429982,32600.78029,0,0,0,0,0,1,696,2
2155,26,0,323.400999,17,238.7542477,242.2872455,200.6869809,30718.3703,0,0,0,0,1,0,612,2
2156,31,0,1039.366225,4,324.9313719,230.3600498,247.7064414,47066.1259,0,0,0,0,0,1,516,0
2157,27,1,232.6799485,16,258.1980622,187.5887003,238.0624655,32884.95757,0,0,0,0,0,1,674,2
2158,63,0,1016.003207,4,534.005822,218.2356425,395.1566706,94633.15332,0,1,0,0,0,0,656,1
2159,32,0,952.8376791,1,364.4930365,150.5223217,178.3422769,40957.66945,0,0,0,0,1,0,675,0
2160,55,0,1014.055672,4,365.8346158,188.7082077,482.4617096,95942.66006,0,0,0,1,0,0,774,1
2161,55,0,980.2531579,7,515.7315243,185.8925895,242.2185869,100471.3368,0,0,1,0,0,0,723,1
2162,46,1,319.5786821,12,331.1452699,232.6660398,239.9347256,35184.67637,0,0,0,0,0,1,603,2
2163,56,1,974.6542385,8,574.8113678,219.17624,392.3963519,103134.2838,0,0,1,0,0,0,688,1
2164,34,0,300.5633076,14,298.2914098,178.570986,214.2662897,34578.16114,0,0,0,0,0,1,539,2
2165,41,1,991.7132272,7,291.6956203,169.607791,148.4643763,43887.20691,0,0,0,0,0,1,559,0
2166,33,0,281.2908798,13,311.6553715,543.5707955,133.1666065,39981.1279,1,0,0,0,0,0,759,0
2167,30,1,338.5242166,13,372.9553882,133.1835068,198.0672665,40366.92375,1,0,0,0,0,0,521,0
2168,35,1,351.2260913,14,323.3409206,251.746202,210.9003794,40238.85896,0,0,0,0,0,1,634,0
2169,21,1,150.317657,14,257.7358858,161.0078677,208.3833179,30867.7741,0,0,0,0,0,1,550,2
2170,33,1,1113.703859,3,308.5509565,217.2079703,217.362653,47013.44276,0,0,0,0,0,1,593,0
2171,57,0,992.6618565,2,486.0957329,204.9691157,401.1713405,99983.74383,0,0,1,0,0,0,744,1
2172,63,0,986.2695457,1,515.0244119,234.4926401,382.8884001,105089.1672,0,0,0,1,0,0,612,1
2173,34,1,291.8534573,16,365.3573624,458.3524797,165.8866819,32831.58288,0,0,0,0,0,1,733,2
2174,24,1,378.2349576,19,322.1934929,531.3640071,194.0777401,39841.41527,0,0,0,0,1,0,780,0
2175,36,1,968.6698269,6,305.7789956,127.617121,256.6441751,34762.24673,0,0,0,0,0,1,580,2
2176,43,0,917.4266943,2,183.624979,191.6459841,133.3506141,27027.6461,1,0,0,0,0,0,596,2
2177,40,1,318.7828535,13,289.1804157,553.1124766,191.4028269,30514.42513,0,0,0,0,1,0,802,2
2178,35,0,1007.843772,5,255.1425453,151.4734769,138.4348037,37519.06957,1,0,0,0,0,0,521,0
2179,32,0,984.1157328,3,249.9532792,227.6419597,193.0405191,44534.03077,0,0,0,0,1,0,464,0
2180,27,1,273.8352129,17,333.4668869,212.5052176,166.8421458,31358.54063,0,0,0,0,1,0,597,2
2181,37,0,1002.634018,4,209.180325,162.3378088,219.0635696,41410.89298,0,0,0,0,0,1,558,0
2182,51,1,1057.948579,5,508.611055,159.8669296,388.1061476,108918.2829,0,1,0,0,0,0,661,1
2183,26,1,318.9117495,10,223.9148605,189.2345895,199.5147093,31057.05059,0,0,0,0,0,1,541,2
2184,37,0,282.1357669,13,269.6668305,483.6537325,128.3323736,43308.12905,0,0,0,0,1,0,716,0
2185,57,0,966.9283187,2,489.7152396,151.2913465,381.9600431,97328.19177,0,0,0,1,0,0,702,1
2186,32,0,308.8486371,13,234.649216,264.2782425,198.047605,32319.75049,0,0,0,0,0,1,560,2
2187,64,1,984.836567,4,446.1666717,177.2028728,325.8719914,100598.2574,0,0,0,1,0,0,660,1
2188,40,0,1024.392084,7,302.0241321,221.1048141,164.1528878,37682.61539,0,0,0,0,0,1,450,0
2189,20,1,246.6007625,18,224.1572966,125.3408554,256.2249961,20128.8836,0,0,0,0,1,0,645,2
2190,35,0,1022.262268,4,292.4723798,261.0170589,223.5912875,40916.61877,0,0,0,0,1,0,543,0
2191,37,1,284.3062361,15,365.2802918,533.9411844,280.4148386,31862.07035,1,0,0,0,0,0,736,2
2192,36,1,264.1469,13,429.518388,487.0563615,170.224251,39750.67714,0,0,0,0,0,1,893,0
2193,35,0,304.5139352,13,295.1107752,505.1561774,165.0838953,49764.66663,0,0,0,0,1,0,774,0
2194,36,1,315.1347547,14,306.0417576,179.4375965,148.1933347,24758.0796,1,0,0,0,0,0,569,2
2195,57,0,1002.879362,3,487.6709533,227.0208374,418.4968614,99047.36863,0,1,0,0,0,0,684,1
2196,43,1,1049.029633,4,267.7733938,171.8930663,173.3990208,45189.12225,1,0,0,0,0,0,503,0
2197,35,0,1000.644709,7,231.8487842,233.2691711,187.9547746,38786.75955,0,0,0,0,0,1,505,0
2198,60,0,1009.422682,3,450.3024196,192.8222427,377.1494364,99883.66252,0,0,1,0,0,0,657,1
2199,32,1,394.8047374,15,275.8808763,164.3506706,167.9471669,34953.30786,0,0,0,0,0,1,520,2
2200,38,0,249.0351389,16,282.1488015,417.8551937,176.2280834,37011.29944,0,0,0,0,1,0,742,0
2201,45,0,914.7556671,5,468.3731443,99.81609043,396.8565009,93767.09241,0,0,1,0,0,0,637,1
2202,46,0,270.3260642,15,295.056863,81.66237548,232.4600206,27968.10684,1,0,0,0,0,0,656,2
2203,29,0,368.4944772,13,304.6688697,122.6525743,138.5853256,28966.19559,1,0,0,0,0,0,592,2
2204,34,1,236.0239449,14,282.201571,476.9137725,177.9334651,34110.28899,0,0,0,0,0,1,682,2
2205,40,0,310.3683364,14,338.3456903,459.7703839,177.66324,48087.90861,0,0,0,0,1,0,862,0
2206,62,1,1086.551481,3,629.3631313,223.5742648,381.7177237,109944.4871,0,0,1,0,0,0,717,1
2207,41,0,304.8661675,19,277.5512881,495.9658608,128.7563377,34872.37457,1,0,0,0,0,0,748,2
2208,35,0,295.7133455,13,273.459789,131.6381034,222.2497891,27599.15192,0,0,0,0,1,0,568,2
2209,38,1,399.724584,14,283.4218317,406.4470632,218.2678087,34426.44257,0,0,0,0,0,1,795,2
2210,26,1,271.4724624,16,299.965394,207.2714028,210.9020842,36486.44447,0,0,0,0,0,1,592,0
2211,30,0,341.4689578,10,297.714728,234.3784886,209.7153227,33004.55508,0,0,0,0,0,1,647,2
2212,50,1,965.9688391,7,489.9510797,155.6714549,385.6123428,105812.903,0,0,0,1,0,0,720,1
2213,35,1,1114.06835,5,296.6584591,146.4775209,162.8061637,47943.69884,1,0,0,0,0,0,497,0
2214,33,1,381.7809757,17,298.013067,413.0706783,261.7870221,50196.07139,1,0,0,0,0,0,765,0
2215,37,1,315.1835162,13,333.2456421,581.0980362,254.0512261,41466.08927,0,0,0,0,1,0,756,0
2216,42,0,305.2341509,13,395.761964,560.9253377,326.8291119,34375.78304,0,0,0,0,1,0,891,2
2217,30,1,377.3276241,15,301.0741714,483.4228219,215.3299345,39979.61883,0,0,0,0,1,0,703,0
2218,34,0,964.0122579,1,305.5341264,237.9467764,286.251583,40213.29473,1,0,0,0,0,0,571,0
2219,33,1,946.8742144,7,274.1986484,143.8726773,129.9342692,40463.57791,0,0,0,0,0,1,652,0
2220,61,0,1033.692358,2,506.3720272,200.1301118,360.743155,93451.08671,0,1,0,0,0,0,748,1
2221,22,1,363.2912776,11,318.0581949,229.6413715,261.0380064,34230.73354,0,0,0,0,1,0,655,2
2222,27,1,259.8151704,17,312.8778663,344.8076233,162.9126273,32776.33656,1,0,0,0,0,0,613,2
2223,33,0,293.6327959,16,283.5034777,227.3276912,180.8092739,29497.34489,0,0,0,0,1,0,606,2
2224,33,1,368.7739857,16,193.4380533,518.5271954,168.1505554,42468.92243,0,0,0,0,1,0,723,0
2225,37,1,297.8744134,12,267.9166238,491.523447,236.8068097,31946.4906,1,0,0,0,0,0,709,2
2226,29,1,249.7761563,12,380.5902143,233.27476,211.2427283,24756.74185,0,0,0,0,1,0,592,2
2227,21,0,1043.555266,7,293.4972224,213.2424187,211.7573607,37397.05517,0,0,0,0,0,1,659,0
2228,31,1,410.7122888,17,265.8124382,500.9871729,168.280941,33506.57349,1,0,0,0,0,0,775,2
2229,37,1,907.336093,6,257.3040906,204.0301046,140.5138132,43969.43403,0,0,0,0,1,0,529,0
2230,63,1,1049.867642,7,504.4824768,207.3274677,544.395193,102867.5817,0,0,0,1,0,0,727,1
2231,37,1,1017.158395,7,327.7590561,301.9022006,292.4144856,42875.19899,0,0,0,0,1,0,514,0
2232,21,0,343.3587187,15,252.7213479,248.1706864,152.43663,34379.65904,0,0,0,0,0,1,585,2
2233,66,0,1024.795827,5,513.3818309,212.6852232,440.1647821,102211.3185,0,0,1,0,0,0,694,1
2234,29,0,1017.476105,3,312.4326744,244.9166647,199.3938684,44609.00201,0,0,0,0,0,1,536,0
2235,36,0,308.5160644,15,285.6546459,160.0051608,196.3718273,36569.20786,0,0,0,0,1,0,680,0
2236,62,0,940.5738085,8,526.7797913,199.2949798,419.9908075,95447.69684,0,1,0,0,0,0,647,1
2237,23,1,337.7435553,14,342.3245034,141.0656819,263.7673513,27353.84494,1,0,0,0,0,0,662,2
2238,36,0,1018.315544,7,257.096472,213.2506093,163.3873656,36171.70025,0,0,0,0,0,1,557,0
2239,29,0,1095.634113,4,291.3558365,167.6754988,243.4106402,33864.17034,0,0,0,0,1,0,606,2
2240,32,0,950.2481204,0,250.9890278,186.0168757,133.4610141,44750.44595,0,0,0,0,1,0,519,0
2241,28,0,336.1191161,15,316.1184683,218.9483538,231.686333,37639.24731,1,0,0,0,0,0,587,0
2242,33,0,941.9272074,4,334.0722537,251.1145287,270.1189308,32912.96354,0,0,0,0,0,1,522,2
2243,23,0,309.9825038,13,268.2726949,236.5054379,228.8033296,35956.49775,0,0,0,0,0,1,611,2
2244,63,0,971.1599787,4,603.7651672,229.4301203,395.1477043,95956.16401,0,1,0,0,0,0,704,1
2245,46,0,228.6526466,16,302.1917661,483.0192225,227.9004903,37444.13671,1,0,0,0,0,0,775,0
2246,67,1,1082.505672,3,578.0365682,190.7291542,382.9070523,109129.9532,0,1,0,0,0,0,741,1
2247,59,0,912.8158057,4,432.288733,135.2869548,316.3134793,103539.4434,0,1,0,0,0,0,619,1
2248,32,0,1069.706283,4,290.4682353,193.2717333,130.0333211,37655.85369,0,0,0,0,1,0,537,0
2249,37,0,938.5279722,4,213.3781029,208.582102,245.5536168,31458.71731,0,0,0,0,0,1,612,2
2250,37,1,359.2427964,16,263.2389293,126.8729097,207.295443,31077.69298,0,0,0,0,1,0,561,2
2251,29,1,292.2829275,15,264.7340975,76.64505901,176.3309754,24219.98166,1,0,0,0,0,0,577,2
2252,64,0,958.4163475,6,523.9769093,132.8308572,453.4675048,102261.018,0,0,1,0,0,0,689,1
2253,32,0,356.5750245,16,291.3784592,591.7975867,255.8801361,41447.52843,0,0,0,0,1,0,719,0
2254,40,1,270.0260653,13,302.1974653,586.0538641,167.443608,38576.72157,0,0,0,0,0,1,753,0
2255,34,0,940.2982501,2,312.0149076,150.5223777,210.6575442,41758.55448,1,0,0,0,0,0,558,0
2256,39,0,330.3769021,18,257.7689271,510.5271271,223.8413349,47887.81977,1,0,0,0,0,0,796,0
2257,39,0,275.2374504,15,342.6640997,239.6590056,250.9958063,26910.83613,1,0,0,0,0,0,630,2
2258,32,1,323.3871836,14,255.3185351,440.759854,220.6096657,44401.00352,0,0,0,0,0,1,706,0
2259,63,0,1014.93167,7,433.9528202,220.1664954,345.3659445,94140.10141,0,0,0,1,0,0,692,1
2260,35,1,282.6377182,18,345.2642193,258.1085744,202.6739076,35289.24058,0,0,0,0,1,0,550,2
2261,38,1,1036.331536,2,350.9717217,148.4483457,287.4198369,36220.0809,1,0,0,0,0,0,629,0
2262,28,1,257.2929846,16,306.3566993,170.6130153,160.0990731,30893.45307,0,0,0,0,1,0,539,2
2263,58,0,948.3555469,5,523.286415,209.6880604,382.1675021,96777.01633,0,1,0,0,0,0,735,1
2264,32,1,992.8863046,4,387.2602641,108.3850228,167.1156287,44091.57887,0,0,0,0,0,1,473,0
2265,63,0,918.347632,6,531.1353097,229.4686965,358.6986274,93257.33363,0,1,0,0,0,0,756,1
2266,40,1,931.2517478,5,246.3214675,221.4003114,212.4924773,34371.00832,0,0,0,0,1,0,509,2
2267,38,1,268.3910272,16,286.9959367,510.4561765,219.3540183,37852.73291,1,0,0,0,0,0,723,0
2268,34,1,312.3254433,15,333.5077673,570.1441993,224.6462707,48948.91533,0,0,0,0,0,1,731,0
2269,59,1,900.4392249,3,500.1557476,112.5725148,395.1685265,92432.8488,0,1,0,0,0,0,668,1
2270,30,0,881.0563767,3,293.388616,187.6733675,160.8335207,38674.37809,0,0,0,0,0,1,570,0
2271,61,0,1044.112233,0,428.2014944,130.7273524,440.7407986,102039.8256,0,0,1,0,0,0,622,1
2272,61,0,898.7210567,6,488.9905026,238.6639504,332.7124597,99010.46115,0,1,0,0,0,0,828,1
2273,32,1,395.9336015,16,261.2859031,183.5739017,246.3630923,32700.9553,0,0,0,0,1,0,569,2
2274,63,0,1072.345354,6,436.4293064,274.5917145,362.170846,92306.30457,0,0,0,1,0,0,662,1
2275,38,1,282.2468853,17,331.1411073,481.2831933,231.908162,35323.98631,1,0,0,0,0,0,767,2
2276,45,0,303.4062533,11,359.3109828,387.2426852,161.5471256,41372.1721,0,0,0,0,0,1,823,0
2277,25,1,247.0136444,16,299.9618543,539.1526101,179.7775627,38989.37117,1,0,0,0,0,0,683,0
2278,40,0,994.8608573,9,338.8162861,196.1597109,188.9982519,39108.18317,0,0,0,0,1,0,473,0
2279,33,1,958.1964531,5,256.0893454,234.1258884,134.6555531,46981.53123,1,0,0,0,0,0,584,0
2280,23,1,962.7370773,2,398.5503119,141.4310718,204.0816083,46524.43419,1,0,0,0,0,0,519,0
2281,35,0,918.4526282,4,356.9678496,229.7480378,148.7825422,37416.35038,0,0,0,0,0,1,577,0
2282,23,1,330.6195015,15,324.3906178,199.6312016,212.6498584,27182.45592,0,0,0,0,1,0,655,2
2283,28,1,1031.41756,8,219.994914,262.1938889,111.7605621,36328.28431,0,0,0,0,1,0,513,0
2284,57,1,1014.405777,3,529.6754889,170.8559592,397.4217631,100304.1413,0,0,1,0,0,0,695,1
2285,33,1,305.1847168,17,309.2161804,478.1783878,171.1370734,39142.87405,0,0,0,0,1,0,749,0
2286,39,0,981.4860889,3,339.2364234,228.4668752,297.2966123,37156.17827,0,0,0,0,1,0,543,0
2287,38,0,390.8017439,12,294.0495818,513.8278441,190.1003975,44322.2497,0,0,0,0,0,1,780,0
2288,38,1,1019.926455,3,341.9977246,85.24330464,255.034464,47742.03876,0,0,0,0,1,0,485,0
2289,67,1,931.6919126,3,541.1983391,154.9609359,349.3236849,104432.5106,0,1,0,0,0,0,721,1
2290,60,1,910.5068368,7,507.8106575,285.9518109,333.5896799,103000.1482,0,1,0,0,0,0,738,1
2291,63,0,1011.552453,8,569.5416619,277.8219752,512.505076,101119.035,0,0,0,1,0,0,671,1
2292,62,0,1089.741804,3,515.8350435,229.6682651,385.6619703,95277.8457,0,1,0,0,0,0,738,1
2293,26,1,277.9739311,14,300.4528434,270.8114627,211.9109713,30696.9964,0,0,0,0,1,0,549,2
2294,65,0,990.7283855,4,456.6423865,152.6926651,423.0535315,101746.8335,0,0,0,1,0,0,786,1
2295,28,1,208.8660045,16,370.5062916,165.4646609,251.0038458,27715.23796,0,0,0,0,0,1,567,2
2296,29,0,348.270647,12,364.8153369,141.201977,102.5815444,20990.28579,0,0,0,0,1,0,676,2
2297,61,1,1052.555118,7,443.2198922,204.9298928,382.5549588,103697.3775,0,0,1,0,0,0,680,1
2298,40,1,950.0895922,7,278.5034052,191.701417,274.9683274,46160.41752,0,0,0,0,1,0,532,0
2299,27,1,237.9225275,12,312.5220907,271.0811618,124.3442096,32318.82709,0,0,0,0,1,0,607,2
2300,37,1,1023.153982,6,331.2837098,177.5988624,100.8878019,41046.76004,0,0,0,0,0,1,461,0
2301,67,1,965.3439577,4,463.5272645,204.9335462,378.3164349,101916.0322,0,0,1,0,0,0,718,1
2302,65,0,991.084058,5,528.9549289,244.350704,446.9870075,98010.4198,0,0,1,0,0,0,595,1
2303,36,0,292.7866306,15,338.2336282,521.5585533,232.6012143,41567.91377,1,0,0,0,0,0,654,0
2304,36,1,1094.216455,2,283.8296003,214.3104948,213.9354516,38571.92518,0,0,0,0,0,1,490,0
2305,60,0,854.4901319,4,548.4056371,203.0698622,453.104446,96581.58038,0,1,0,0,0,0,690,1
2306,38,0,297.0798069,14,251.3640342,504.2955896,188.1842556,45594.5423,0,0,0,0,0,1,709,0
2307,65,1,961.1332189,0,438.8329849,179.788905,345.8438714,102518.6694,0,0,0,1,0,0,823,1
2308,29,1,269.5239406,17,294.9082348,413.2903455,203.796939,35638.71599,1,0,0,0,0,0,704,2
2309,31,0,902.2942777,7,276.1207888,164.4531795,188.3403666,36324.35135,0,0,0,0,1,0,567,0
2310,41,1,292.411181,16,264.5570673,213.9587884,196.2844364,30188.71778,0,0,0,0,0,1,622,2
2311,56,1,1012.216886,5,478.5646432,204.1941601,269.0547241,103364.6012,0,0,1,0,0,0,770,1
2312,41,1,966.280209,3,273.9362807,239.9935906,236.3358805,38027.31257,0,0,0,0,0,1,595,0
2313,38,1,1033.261759,5,329.9783342,184.103629,190.6835178,41947.7588,1,0,0,0,0,0,515,0
2314,67,0,954.3619648,5,390.6505959,155.6723426,429.1966492,101086.4303,0,1,0,0,0,0,753,1
2315,28,1,259.4028366,15,331.5293023,131.7763752,146.9839355,24210.5243,0,0,0,0,0,1,535,2
2316,33,1,315.9544719,14,331.4272757,164.8590258,167.8146817,27344.9021,0,0,0,0,1,0,603,2
2317,31,0,309.9767635,13,305.8003499,548.3100291,202.248911,37412.98076,1,0,0,0,0,0,777,0
2318,28,0,365.2091362,15,254.958994,474.7181245,192.0770696,50718.64179,0,0,0,0,0,1,687,0
2319,63,0,997.8144754,6,451.552473,199.7155827,369.4390755,96816.32543,0,0,1,0,0,0,772,1
2320,55,1,924.1716494,6,451.7275737,218.4927637,477.2149719,101406.9045,0,1,0,0,0,0,730,1
2321,36,0,953.1372579,4,328.2224222,308.361144,214.8265702,43563.2167,1,0,0,0,0,0,494,0
2322,58,0,1081.339364,6,548.7469056,129.6413018,447.8783505,110486.5474,0,0,0,1,0,0,665,1
2323,56,0,901.7080171,4,506.2698759,244.0318208,409.6881221,101167.935,0,1,0,0,0,0,702,1
2324,55,1,1058.835607,6,526.1732802,199.206386,378.534457,107228.2517,0,0,0,1,0,0,672,1
2325,32,0,326.0282873,15,264.771221,181.5290978,274.3706281,37279.51181,1,0,0,0,0,0,595,0
2326,33,1,1005.966826,3,357.0590055,214.7845951,203.9493265,33779.59976,0,0,0,0,0,1,547,2
2327,30,0,404.4833082,15,423.1123725,107.067437,145.9091659,24678.06401,1,0,0,0,0,0,521,2
2328,36,0,959.1370211,8,245.6986216,246.3706265,168.0439383,43628.17175,0,0,0,0,0,1,551,0
2329,26,1,288.9455815,10,353.3021558,219.7726505,114.7644889,26019.78154,0,0,0,0,0,1,572,2
2330,38,1,917.9188602,4,243.1658779,194.6901586,200.3280089,45804.49897,0,0,0,0,1,0,584,0
2331,58,0,1057.313769,5,387.9392972,176.4296623,372.2801524,102702.7082,0,0,1,0,0,0,720,1
2332,26,1,300.6063946,17,348.3589436,206.1655949,277.0094053,27104.43494,1,0,0,0,0,0,546,2
2333,60,0,1030.922522,4,491.6588528,230.0959434,438.4964132,97520.73844,0,1,0,0,0,0,783,1
2334,27,1,979.8315617,6,351.0921558,259.6287822,146.8269421,34587.43124,1,0,0,0,0,0,511,2
2335,36,1,292.5647631,15,263.6439026,260.1280968,162.5520415,24356.93578,0,0,0,0,0,1,604,2
2336,36,0,286.4711256,14,347.7973533,195.2158997,243.9906325,35766.97282,1,0,0,0,0,0,597,2
2337,31,0,291.4012655,14,311.0141564,276.1412169,205.3663872,36012.22059,0,0,0,0,0,1,536,2
2338,26,1,284.0108519,16,313.4273038,174.5503933,213.0002565,32008.3613,0,0,0,0,1,0,607,2
2339,60,0,1042.57989,3,609.508488,227.2879346,426.8867968,93474.23877,0,0,1,0,0,0,762,1
2340,37,1,990.8334442,5,334.7791832,223.3325029,191.0083907,38480.87719,0,0,0,0,1,0,465,0
2341,29,1,235.4532568,19,308.0348485,179.798061,323.6270772,31913.33279,0,0,0,0,1,0,620,2
2342,54,1,1032.896421,5,456.2297294,232.3787005,395.7297931,96289.36578,0,0,0,1,0,0,731,1
2343,40,0,238.2176192,15,354.6095074,473.6344811,147.6474908,40408.50786,1,0,0,0,0,0,808,0
2344,34,1,280.3878366,15,314.0183522,473.2650332,166.6744147,36689.11226,0,0,0,0,0,1,668,0
2345,39,1,1003.368646,4,342.2730998,234.8840481,223.161351,32177.28956,1,0,0,0,0,0,505,2
2346,31,1,300.5010716,12,248.2145738,451.923392,124.3861369,40169.93327,0,0,0,0,0,1,766,0
2347,37,1,1074.850218,4,374.9025243,171.7834215,155.3856223,44881.48443,0,0,0,0,0,1,495,0
